Car ID,Train Name,Seq Number,Car Length Feet,Outbound Block
111,Train37_3122,48,60,RDU
112,Train37_3122,49,55,BOS
113,Train37_3122,50,42,RSW
114,Train37_3122,51,60,ORD
115,Train37_3122,52,60,PDX
116,Train37_3122,53,60,PDX
117,Train37_3122,54,57,FLL
118,Train37_3122,55,60,CLT
119,Train37_3122,56,56,ORD
120,Train37_3122,57,56,ORD
121,Train37_3122,58,56,ORD
122,Train37_3122,59,58,PDX
123,Train37_3122,60,60,PDX
124,Train37_3122,61,60,PDX
125,Train37_3122,62,59,RDU
126,Train37_3122,63,57,RDU
127,Train37_3122,64,59,PHL
128,Train37_3122,65,49,SNA
129,Train37_3122,66,49,SNA
130,Train37_3122,67,51,SNA
131,Train37_3122,68,70,DFW
132,Train37_3122,69,60,ORD
133,Train37_3122,70,60,PDX
134,Train37_3122,71,58,MCI
135,Train37_3122,72,52,SNA
136,Train37_3122,73,88,SNA
137,Train37_3122,74,88,SNA
138,Train37_3122,75,88,SNA
139,Train37_3122,76,88,SNA
140,Train37_4423,1,58,BOS
141,Train37_4423,2,58,BOS
142,Train37_4423,3,66,ANC
143,Train37_4423,4,64,ANC
144,Train37_4423,5,66,ANC
145,Train37_4423,6,60,IND
146,Train37_4423,7,43,CLE
147,Train37_4423,8,58,MCI
148,Train37_4423,9,58,MCI
149,Train37_4423,10,58,MCI
150,Train37_4423,11,59,SEA
151,Train37_4423,12,60,PDX
152,Train37_4423,13,60,SEA
153,Train37_4423,14,59,FLL
154,Train37_4423,15,60,MCI
155,Train37_4423,16,58,SEA
156,Train37_4423,17,58,SEA
157,Train37_4423,18,58,SEA
158,Train37_4423,19,58,SEA
159,Train37_4423,20,56,CLT
160,Train37_4423,21,60,PDX
161,Train37_4423,22,42,SMF
162,Train37_4423,23,47,SLC
163,Train37_4423,24,49,SMF
164,Train37_4423,25,56,MCI
165,Train37_4423,26,80,SFO
166,Train37_4423,27,53,SNA
167,Train37_4423,28,53,CLT
168,Train37_4423,29,60,SEA
169,Train37_4423,30,59,YYZ
170,Train37_4423,31,59,YYZ
171,Train37_4423,32,66,YYZ
172,Train37_4423,33,66,YYZ
173,Train37_4423,34,66,YYZ
174,Train37_4423,35,66,YYZ
175,Train37_4423,36,66,YYZ
176,Train37_4423,37,71,SMF
177,Train37_4423,38,57,PDX
178,Train37_4423,39,71,CLT
179,Train37_4423,40,58,BOS
180,Train37_4423,41,58,DFW
181,Train37_4423,42,66,ANC
182,Train37_4423,43,46,CLE
183,Train37_4423,44,55,BOS
184,Train37_4423,45,55,BOS
185,Train37_4423,46,55,BOS
186,Train37_4423,47,55,BOS
187,Train37_4423,48,55,BOS
188,Train37_4423,49,68,MSP
189,Train37_4423,50,55,BOS
190,Train37_4423,51,55,SNA
191,Train37_4423,52,55,SNA
192,Train37_4423,53,55,BOS
193,Train37_4423,54,55,BOS
194,Train37_4423,55,66,DFW
195,Train37_4423,56,66,DFW
196,Train37_4423,57,80,CLT
197,Train37_4423,58,67,RDU
198,Train37_4423,59,65,SEA
199,Train37_4423,60,65,SEA
200,Train37_4423,61,56,CLT
201,Train37_4423,62,59,CLE
202,Train37_4423,63,42,SMF
203,Train37_4423,64,50,SNA
204,Train37_4423,65,44,SMF
205,Train37_4423,66,44,SMF
206,Train37_4423,67,55,SMF
207,Train37_4423,68,59,SJC
208,Train37_4423,69,60,MEM
209,Train37_4423,70,54,BOS
210,Train37_4423,71,54,BOS
211,Train37_4423,72,58,SEA
212,Train37_4423,73,55,BOS
213,Train37_4423,74,55,BOS
214,Train37_4423,75,55,BOS
215,Train37_4423,76,55,BOS
216,Train37_4423,77,55,BOS
217,Train37_4423,78,55,BOS
218,Train37_4423,79,55,BOS
219,Train37_4423,80,57,CLE
220,Train37_4423,81,53,RSW
221,Train37_4423,82,58,PHX
222,Train37_4423,83,63,CLT
223,Train37_4423,84,63,CLT
224,Train37_4423,85,63,CLT
225,Train37_4423,86,57,MCI
226,Train37_4423,87,49,CLT
227,Train37_4423,88,81,SAN
228,Train37_4423,89,81,SAN
229,Train37_4423,90,93,SNA
230,Train37_4423,91,65,RDU
231,Train37_4423,92,51,SNA
232,Train37_4423,93,49,SNA
233,Train37_4423,94,51,SNA
234,Train37_4423,95,51,SNA
235,Train37_4423,96,55,PDX
236,Train37_4423,97,55,BOS
237,Train37_4423,98,55,BOS
238,Train37_4423,99,60,MSP
239,Train37_4423,100,57,RDU
240,Train37_4423,101,60,PDX
241,Train37_4423,102,58,MCI
242,Train37_4423,103,58,SEA
243,Train37_4423,104,61,MCI
244,Train37_4995,1,59,ATL
245,Train37_4995,2,60,RDU
246,Train37_4995,3,58,BOS
247,Train37_4995,4,55,MIA
248,Train37_4995,5,66,YYZ
249,Train37_4995,6,64,MCI
250,Train37_4995,7,56,RDU
251,Train37_4995,8,60,SEA
252,Train37_4995,9,58,MCI
253,Train37_4995,10,58,MCI
254,Train37_4995,11,60,ANC
255,Train37_4995,12,60,RDU
256,Train37_4995,13,44,SNA
257,Train37_4995,14,60,MCI
258,Train37_4995,15,60,MCI
259,Train37_4995,16,46,SMF
260,Train37_4995,17,51,SMF
261,Train37_4995,18,51,PDX
262,Train37_4995,19,81,PHX
263,Train37_4995,20,68,SNA
264,Train37_4995,21,66,SMF
265,Train37_4995,22,59,YYZ
266,Train37_4995,23,66,YYZ
267,Train37_4995,24,66,YYZ
268,Train37_4995,25,60,RDU
269,Train37_4995,26,58,BOS
270,Train37_4995,27,59,BOS
271,Train37_4995,28,55,DFW
272,Train37_4995,29,55,BOS
273,Train37_4995,30,66,ANC
274,Train37_4995,31,57,SMF
275,Train37_4995,32,55,PDX
276,Train37_4995,33,52,SMF
277,Train37_4995,34,55,MIA
278,Train37_4995,35,54,PDX
279,Train37_4995,36,58,MCI
280,Train37_4995,37,58,FLL
281,Train37_4995,38,58,FLL
282,Train37_4995,39,53,SNA
283,Train37_4995,40,50,SNA
284,Train37_4995,41,50,SNA
285,Train37_4995,42,57,SNA
286,Train37_4995,43,57,SNA
287,Train37_4995,44,54,BOS
288,Train37_4995,45,54,BOS
289,Train37_4995,46,58,BOS
290,Train37_4995,47,68,RDU
291,Train37_4995,48,58,BOS
292,Train37_4995,49,60,PHX
293,Train37_4995,50,57,RDU
294,Train37_4995,51,59,RDU
295,Train37_4995,52,66,SMF
296,Train37_4995,53,80,PHX
297,Train37_4995,54,51,YYZ
298,Train37_4995,55,57,RDU
299,Train37_4995,56,59,PHX
300,Train37_4995,57,58,MCI
301,Train37_4995,58,58,MCI
302,Train37_4995,59,58,MCI
303,Train37_4995,60,59,SEA
304,Train37_4995,61,55,ORD
305,Train37_7418,1,58,BOS
306,Train37_7418,2,56,DTW
307,Train37_7418,3,56,DTW
308,Train37_7418,4,56,DTW
309,Train37_7418,5,56,DTW
310,Train37_7418,6,56,DTW
311,Train37_7418,7,56,DTW
312,Train37_7418,8,57,ANC
313,Train37_7418,9,93,IND
314,Train37_7418,10,58,MDW
315,Train37_7418,11,60,ANC
316,Train37_7418,12,59,FLL
317,Train37_7418,13,42,RDU
318,Train37_7418,14,65,FLL
319,Train37_7418,15,65,FLL
320,Train37_7418,16,56,RDU
321,Train37_7418,17,94,SNA
322,Train37_7418,18,65,SNA
323,Train37_7418,19,55,PDX
324,Train37_7418,20,58,BOS
325,Train37_7418,21,70,FLL
326,Train37_7418,22,60,RDU
327,Train37_7418,23,66,DFW
328,Train37_7418,24,59,PDX
329,Train37_7418,25,49,SMF
330,Train37_7418,26,57,FLL
331,Train37_7418,27,59,ORD
332,Train37_7418,28,59,SNA
333,Train37_7418,29,51,CLT
334,Train37_7418,30,58,BOS
335,Train37_7418,31,55,ORD
336,Train37_7418,32,57,FLL
337,Train37_7418,33,57,FLL
338,Train37_7418,34,57,SAN
339,Train37_7418,35,57,RDU
340,Train37_7418,36,57,CLT
341,Train37_7418,37,58,ATL
342,Train37_7418,38,55,ORD
343,Train37_7418,39,55,ORD
344,Train37_7418,40,55,ORD
345,Train37_7418,41,57,FLL
346,Train37_7418,42,57,FLL
347,Train37_7418,43,57,MEM
348,Train37_7418,44,57,FLL
349,Train37_7418,45,60,ORD
350,Train37_7418,46,42,SNA
351,Train37_7418,47,73,FLL
352,Train37_7418,48,74,DFW
353,Train37_7418,49,52,SNA
354,Train37_7418,50,88,SNA
355,Train37_7418,51,57,FLL
356,Train37_8527,1,66,DFW
357,Train37_8527,2,12,DFW
358,Train37_8527,3,60,CLT
359,Train37_8527,4,53,ONT
360,Train37_8527,5,58,SAT
361,Train37_8527,6,43,CLT
362,Train37_8527,7,51,SMF
363,Train37_8527,8,43,SMF
364,Train37_8527,9,58,SAT
365,Train37_8527,10,58,SAT
366,Train37_8527,11,42,SMF
367,Train37_8527,12,59,PDX
368,Train37_8527,13,51,SNA
369,Train37_8527,14,65,AUS
370,Train37_8527,15,58,BOS
371,Train37_8527,16,73,SMF
372,Train37_8527,17,73,SMF
373,Train37_8527,18,73,SMF
374,Train37_8527,19,59,FLL
375,Train37_8527,20,59,FLL
376,Train37_8527,21,51,SNA
377,Train37_8527,22,55,BOS
378,Train37_8527,23,55,BOS
379,Train37_8527,24,55,BOS
380,Train37_8527,25,57,SAT
381,Train37_8527,26,58,SAT
382,Train37_8527,27,58,SAT
383,Train37_8527,28,56,CLT
384,Train37_8527,29,58,CLT
385,Train37_8527,30,44,SMF
386,Train37_8527,31,54,SEA
387,Train37_8527,32,55,MIA
388,Train37_8527,33,55,MIA
389,Train37_8527,34,59,PDX
390,Train37_8527,35,54,BOS
391,Train37_8527,36,54,BOS
392,Train37_8527,37,56,LAS
393,Train37_8527,38,55,BOS
394,Train37_8527,39,60,CLT
395,Train37_8527,40,57,YVR
396,Train37_8527,41,6,DFW
397,Train37_8527,42,60,CLT
398,Train37_8527,43,60,CLT
399,Train37_8527,44,60,CLT
400,Train37_8527,45,57,ONT
401,Train37_8527,46,57,ONT
402,Train37_8527,47,57,ONT
403,Train37_8527,48,56,ONT
404,Train37_8527,49,57,ONT
405,Train37_8527,50,57,ONT
406,Train37_8527,51,57,ONT
407,Train37_8527,52,58,CLT
408,Train37_8527,53,57,ONT
409,Train37_8527,54,58,CLT
410,Train37_8527,55,58,CLT
411,Train37_8527,56,58,CLT
412,Train37_8527,57,57,SAT
413,Train37_8527,58,58,SAT
414,Train37_8527,59,55,CLT
415,Train37_8527,60,60,MIA
416,Train37_8527,61,60,CLT
417,Train37_8527,62,60,DFW
418,Train37_8527,63,66,PHX
419,Train37_8527,64,81,SAN
420,Train37_8527,65,80,CLT
421,Train37_8527,66,68,RDU
422,Train37_8527,67,57,ONT
423,Train37_8527,68,57,ONT
424,Train37_8527,69,57,ONT
425,Train37_8527,70,57,ONT
426,Train37_8527,71,57,ONT
427,Train37_8527,72,57,ONT
428,Train37_8527,73,57,ONT
429,Train37_8527,74,57,ONT
430,Train37_8527,75,57,ONT
431,Train37_8527,76,57,ONT
432,Train37_8527,77,57,ONT
433,Train37_8527,78,57,ONT
434,Train37_8527,79,71,SMF
435,Train37_8527,80,80,ATL
436,Train37_8527,81,60,CLT
437,Train37_8527,82,88,SNA
438,Train37_8527,83,88,SNA
439,Train37_8527,84,88,SNA
440,Train37_8527,85,88,SNA
441,Train37_8527,86,88,SNA
442,Train37_8527,87,88,SNA
443,Train37_8527,88,88,SNA
444,Train37_8527,89,88,SNA
445,Train37_8527,90,88,SNA
446,Train37_8527,91,88,SNA
447,Train37_10582,1,56,DTW
448,Train37_10582,2,59,FLL
449,Train37_10582,3,59,FLL
450,Train37_10582,4,51,SMF
451,Train37_10582,5,60,PDX
452,Train37_10582,6,60,PDX
453,Train37_10582,7,65,MSP
454,Train37_10582,8,51,PDX
455,Train37_10582,9,68,SNA
456,Train37_10582,10,59,PDX
457,Train37_10582,11,65,DTW
458,Train37_10582,12,65,DTW
459,Train37_10582,13,65,FLL
460,Train37_10582,14,57,PDX
461,Train37_10582,15,56,MIA
462,Train37_10582,16,56,SMF
463,Train37_10582,17,59,SNA
464,Train37_10582,18,60,CLT
465,Train37_10582,19,60,CLT
466,Train37_10582,20,58,BOS
467,Train37_10582,21,56,SMF
468,Train37_10582,22,57,PDX
469,Train37_10582,23,67,PHL
470,Train37_10582,24,68,CLT
471,Train37_10582,25,70,RDU
472,Train37_10582,26,65,SNA
473,Train37_10582,27,73,SMF
474,Train37_10582,28,55,DFW
475,Train37_10582,29,55,BOS
476,Train37_10582,30,55,DFW
477,Train37_10582,31,55,DFW
478,Train37_10582,32,68,MSP
479,Train37_10582,33,42,SMF
480,Train37_10582,34,42,SMF
481,Train37_10582,35,55,BOS
482,Train37_10582,36,55,DFW
483,Train37_10582,37,55,DFW
484,Train37_10582,38,55,BOS
485,Train37_10582,39,73,SMF
486,Train37_10582,40,73,SMF
487,Train37_10582,41,49,SMF
488,Train37_10582,42,57,SMF
489,Train37_10582,43,95,SMF
490,Train37_10582,44,95,SMF
491,Train37_10582,45,59,PDX
492,Train37_10582,46,65,DTW
493,Train37_10582,47,65,SNA
494,Train37_10582,48,65,SNA
495,Train37_10582,49,69,SNA
496,Train37_10582,50,61,PDX
497,Train37_10582,51,61,PDX
498,Train37_10582,52,59,PDX
499,Train37_10582,53,61,PDX
500,Train37_10582,54,57,SNA
501,Train37_10582,55,57,SNA
502,Train37_10582,56,57,SNA
503,Train37_10582,57,49,PDX
504,Train37_10582,58,54,BOS
505,Train37_10582,59,59,PDX
506,Train37_10582,60,59,PDX
507,Train37_10582,61,54,BOS
508,Train37_10582,62,51,SMF
509,Train37_10582,63,58,BOS
510,Train37_10582,64,58,BOS
511,Train37_10582,65,55,DFW
512,Train37_10582,66,55,DFW
513,Train37_10582,67,55,SNA
514,Train37_10582,68,55,BOS
515,Train37_10582,69,55,DFW
516,Train37_10582,70,68,PHL
517,Train37_10582,71,73,PHL
518,Train37_10582,72,73,PHL
519,Train37_10582,73,73,PHL
520,Train37_10582,74,73,PHL
521,Train37_10582,75,73,PHL
522,Train37_10582,76,59,RDU
523,Train37_10582,77,58,ATL
524,Train37_10582,78,55,DFW
525,Train37_10582,79,66,SMF
526,Train37_10582,80,58,RDU
527,Train37_10582,81,68,PHL
528,Train37_10582,82,68,PHL
529,Train37_10582,83,68,RDU
530,Train37_10582,84,65,PHL
531,Train37_10582,85,43,SNA
532,Train37_10582,86,65,PHL
533,Train37_10582,87,65,PHL
534,Train37_10582,88,65,PHL
535,Train37_10582,89,53,SNA
536,Train37_10582,90,57,RDU
537,Train37_10582,91,71,SMF
538,Train37_10582,92,55,PDX
539,Train37_11590,1,57,RDU
540,Train37_11590,2,57,ANC
541,Train37_11590,3,57,ANC
542,Train37_11590,4,57,ANC
543,Train37_11590,5,60,CLT
544,Train37_11590,6,60,SMF
545,Train37_11590,7,66,DFW
546,Train37_11590,8,60,SMF
547,Train37_11590,9,56,SNA
548,Train37_11590,10,55,CLT
549,Train37_11590,11,55,SAN
550,Train37_11590,12,53,CLT
551,Train37_11590,13,53,CLT
552,Train37_11590,14,64,BOS
553,Train37_11590,15,64,BOS
554,Train37_11590,16,64,BOS
555,Train37_11590,17,65,AUS
556,Train37_11590,18,71,SMF
557,Train37_11590,19,59,FLL
558,Train37_11590,20,55,SAN
559,Train37_11590,21,42,FLL
560,Train37_11590,22,59,SAN
561,Train37_11590,23,58,FLL
562,Train37_11590,24,68,SNA
563,Train37_11590,25,43,RDU
564,Train37_11590,26,57,DFW
565,Train37_11590,27,59,PDX
566,Train37_11590,28,59,SMF
567,Train37_11590,29,71,MIA
568,Train37_11590,30,59,SNA
569,Train37_11590,31,51,SNA
570,Train37_11590,32,51,SNA
571,Train37_11590,33,51,SNA
572,Train37_11590,34,51,SNA
573,Train37_11590,35,54,BOS
574,Train37_11590,36,51,CLT
575,Train37_11590,37,60,SMF
576,Train37_11590,38,58,SMF
577,Train37_11590,39,60,PDX
578,Train37_11590,40,55,RDU
579,Train37_11590,41,57,SMF
580,Train37_11590,42,58,PDX
581,Train37_11590,43,60,DFW
582,Train37_11590,44,60,DFW
583,Train37_11590,45,60,DFW
584,Train37_11590,46,70,SEA
585,Train37_11590,47,60,SEA
586,Train37_11590,48,60,SMF
587,Train37_13915,1,67,MSP
588,Train37_13915,2,57,SJC
589,Train37_13915,3,57,SJC
590,Train37_13915,4,57,SJC
591,Train37_13915,5,41,SMF
592,Train37_13915,6,58,BOS
593,Train37_13915,7,58,FLL
594,Train37_13915,8,58,PDX
595,Train37_13915,9,49,SMF
596,Train37_13915,10,66,RDU
597,Train37_13915,11,60,RDU
598,Train37_13915,12,59,FLL
599,Train37_13915,13,51,SMF
600,Train37_13915,14,42,SMF
601,Train37_13915,15,65,SNA
602,Train37_13915,16,59,YYZ
603,Train37_13915,17,66,ANC
604,Train37_13915,18,70,FLL
605,Train37_13915,19,73,SMF
606,Train37_13915,20,58,CLT
607,Train37_13915,21,60,CLT
608,Train37_13915,22,55,BOS
609,Train37_13915,23,55,BOS
610,Train37_13915,24,55,BOS
611,Train37_13915,25,55,BOS
612,Train37_13915,26,55,BOS
613,Train37_13915,27,55,BOS
614,Train37_13915,28,73,SMF
615,Train37_13915,29,80,RDU
616,Train37_13915,30,80,CLT
617,Train37_13915,31,68,PHL
618,Train37_13915,32,65,SNA
619,Train37_13915,33,43,RDU
620,Train37_13915,34,57,SMF
621,Train37_13915,35,44,SMF
622,Train37_13915,36,95,SMF
623,Train37_13915,37,45,SNA
624,Train37_13915,38,45,SNA
625,Train37_13915,39,45,SNA
626,Train37_13915,40,71,MIA
627,Train37_13915,41,50,CLT
628,Train37_13915,42,57,SNA
629,Train37_13915,43,54,BOS
630,Train37_13915,44,54,BOS
631,Train37_13915,45,42,PHL
632,Train37_13915,46,42,PHL
633,Train37_13915,47,42,PHL
634,Train37_13915,48,60,SEA
635,Train37_13915,49,60,SMF
636,Train37_13915,50,55,BOS
637,Train37_13915,51,55,BOS
638,Train37_13915,52,42,SMF
639,Train37_13915,53,70,FLL
640,Train37_13915,54,60,CLT
641,Train37_13915,55,60,CLT
642,Train37_13915,56,60,CLT
643,Train37_13915,57,60,CLT
644,Train37_13915,58,60,CLT
645,Train37_13915,59,60,CLT
646,Train37_13915,60,58,SEA
647,Train37_13915,61,60,CLT
648,Train37_13915,62,57,FLL
649,Train37_13915,63,60,CLT
650,Train37_13915,64,57,FLL
651,Train37_13915,65,57,FLL
652,Train37_13915,66,64,MCI
653,Train37_13915,67,60,CLT
654,Train37_13915,68,57,FLL
655,Train37_13915,69,60,CLT
656,Train37_13915,70,60,CLT
657,Train37_13915,71,58,CLT
658,Train37_13915,72,58,CLT
659,Train37_13915,73,58,CLT
660,Train37_13915,74,58,CLT
661,Train37_13915,75,58,CLT
662,Train37_13915,76,57,FLL
663,Train37_13915,77,57,FLL
664,Train37_13915,78,58,CLT
665,Train37_13915,79,59,MCI
666,Train37_13915,80,53,CLT
667,Train37_13915,81,57,PHX
668,Train37_13915,82,57,FLL
669,Train37_13915,83,59,FLL
670,Train37_13915,84,57,FLL
671,Train37_13915,85,70,FLL
672,Train37_13915,86,80,PDX
673,Train37_13915,87,65,PHL
674,Train37_13915,88,65,PHL
675,Train37_13915,89,49,SMF
676,Train37_13915,90,53,SNA
677,Train37_13915,91,68,RDU
678,Train37_13915,92,57,FLL
679,Train37_13915,93,57,FLL
680,Train37_13915,94,70,FLL
681,Train37_13915,95,70,FLL
682,Train37_13915,96,70,FLL
683,Train37_13915,97,72,SMF
684,Train37_13915,98,73,SMF
685,Train37_13915,99,57,FLL
686,Train37_13915,100,57,FLL
687,Train37_13915,101,57,FLL
688,Train37_13915,102,53,FLL
689,Train37_15160,1,58,BOS
690,Train37_15160,2,64,SAN
691,Train37_15160,3,64,SAN
692,Train37_15160,4,58,BOS
693,Train37_15160,5,58,BOS
694,Train37_15160,6,60,SAN
695,Train37_15160,7,67,PHL
696,Train37_15160,8,67,PHL
697,Train37_15160,9,66,SMF
698,Train37_15160,10,66,CLE
699,Train37_15160,11,59,FLL
700,Train37_15160,12,59,FLL
701,Train37_15160,13,57,SAN
702,Train37_15160,14,53,SAN
703,Train37_15160,15,56,ORD
704,Train37_15160,16,56,ORD
705,Train37_15160,17,81,SAN
706,Train37_15160,18,66,SMF
707,Train37_15160,19,57,BOS
708,Train37_15160,20,73,SMF
709,Train37_15160,21,73,SMF
710,Train37_15160,22,73,SMF
711,Train37_15160,23,73,SMF
712,Train37_15160,24,59,FLL
713,Train37_15160,25,55,SAN
714,Train37_15160,26,55,BOS
715,Train37_15160,27,55,BOS
716,Train37_15160,28,55,BOS
717,Train37_15160,29,55,BOS
718,Train37_15160,30,55,BOS
719,Train37_15160,31,55,BOS
720,Train37_15160,32,55,BOS
721,Train37_15160,33,55,BOS
722,Train37_15160,34,55,BOS
723,Train37_15160,35,66,DFW
724,Train37_15160,36,73,SMF
725,Train37_15160,37,65,ORD
726,Train37_15160,38,65,ORD
727,Train37_15160,39,60,SEA
728,Train37_15160,40,65,SNA
729,Train37_15160,41,50,SNA
730,Train37_15160,42,54,BOS
731,Train37_15160,43,54,BOS
732,Train37_15160,44,58,RDU
733,Train37_15160,45,58,RDU
734,Train37_15160,46,58,BOS
735,Train37_15160,47,58,BOS
736,Train37_15160,48,55,SAN
737,Train37_15160,49,70,ONT
738,Train37_15160,50,70,PHL
739,Train37_15160,51,70,DFW
740,Train37_15160,52,70,DFW
741,Train37_15160,53,70,PHL
742,Train37_15160,54,70,PHL
743,Train37_15160,55,70,ONT
744,Train37_15160,56,70,DFW
745,Train37_15160,57,70,DFW
746,Train37_15160,58,70,ONT
747,Train37_15160,59,70,ONT
748,Train37_15160,60,70,PHL
749,Train37_15160,61,71,ONT
750,Train37_15160,62,71,DFW
751,Train37_15160,63,71,ONT
752,Train37_15160,64,71,ONT
753,Train37_15160,65,58,LAS
754,Train37_15160,66,58,CLT
755,Train37_15160,67,60,LAS
756,Train37_15160,68,60,PDX
757,Train37_15160,69,60,LAS
758,Train37_15160,70,60,LAS
759,Train37_15160,71,60,LAS
760,Train37_15160,72,60,CLT
761,Train37_15160,73,57,MDW
762,Train37_15160,74,66,SMF
763,Train37_15160,75,66,SMF
764,Train37_15160,76,66,SMF
765,Train37_15160,77,68,PHL
766,Train37_15160,78,68,PHL
767,Train37_15160,79,65,PHL
768,Train37_15160,80,65,PHL
769,Train37_15160,81,65,PHL
770,Train37_15160,82,65,PHL
771,Train37_15160,83,55,MIA
772,Train37_15160,84,55,MIA
773,Train37_15160,85,55,MIA
774,Train37_15160,86,55,MIA
775,Train37_15160,87,55,BOS
776,Train37_15160,88,55,BOS
777,Train37_15160,89,71,SMF
778,Train37_15160,90,71,SMF
779,Train37_15160,91,71,SMF
780,Train37_15160,92,74,SMF
781,Train37_15160,93,60,SEA
782,Train37_16279,1,68,PDX
783,Train37_16279,2,68,PDX
784,Train37_16279,3,60,SEA
785,Train37_16279,4,53,ONT
786,Train37_16279,5,61,DTW
787,Train37_16279,6,53,SMF
788,Train37_16279,7,53,SMF
789,Train37_16279,8,53,SMF
790,Train37_16279,9,60,PDX
791,Train37_16279,10,60,SEA
792,Train37_16279,11,57,SEA
793,Train37_16279,12,45,YYZ
794,Train37_16279,13,60,IND
795,Train37_16279,14,66,SMF
796,Train37_16279,15,53,ONT
797,Train37_16279,16,66,LAS
798,Train37_16279,17,66,DFW
799,Train37_16279,18,60,MCI
800,Train37_16279,19,57,PDX
801,Train37_16279,20,58,RDU
802,Train37_16279,21,58,RDU
803,Train37_16279,22,91,FLL
804,Train37_16279,23,91,FLL
805,Train37_16279,24,91,FLL
806,Train37_16279,25,81,MSP
807,Train37_16279,26,56,SMF
808,Train37_16279,27,60,IND
809,Train37_16279,28,59,YYZ
810,Train37_16279,29,60,SAT
811,Train37_16279,30,65,OAK
812,Train37_16279,31,68,PHL
813,Train37_16279,32,49,SNA
814,Train37_16279,33,42,SMF
815,Train37_16279,34,42,SMF
816,Train37_16279,35,42,SMF
817,Train37_16279,36,55,BOS
818,Train37_16279,37,55,BOS
819,Train37_16279,38,73,SMF
